,Prix,Marque,Modèle,Carburant,Kilométrage,Boitedevitesse,Puissancefiscale,Année
391,19415,Volkswagen,Polo,Essence,10950,Manuelle,5.0,2021.0
392,14290,Peugeot,208,Essence,10952,Manuelle,4.0,2018.0
393,18290,Volkswagen,Polo,Essence,10954,Automatique,5.0,2020.0
394,22990,Renault,Kadjar,Diesel,10958,Manuelle,6.0,2020.0
395,33783,Citroen,C4,Electrique,10959,Automatique,4.0,2021.0
396,32198,Citroen,C4,Electrique,10959,Automatique,4.0,2021.0
397,31998,Citroen,C4,Electrique,10959,Automatique,4.0,2021.0
398,32598,Citroen,C4,Electrique,10959,Automatique,4.0,2021.0
399,33018,Citroen,C4,Electrique,10959,Automatique,4.0,2021.0
400,21990,Peugeot,208,Essence,10962,Manuelle,5.0,2021.0
401,24980,Renault,Captur,Essence,10963,Automatique,7.0,2021.0
402,37640,Peugeot,3008,Diesel,10979,Automatique,7.0,2022.0
403,28990,Mercedes,Classe A,Diesel,10980,Automatique,6.0,2020.0
404,25990,Peugeot,2008,Essence,10980,Manuelle,7.0,2021.0
405,34900,Peugeot,308,Diesel,10980,Automatique,7.0,2021.0
406,28900,Peugeot,208,Electrique,10984,Automatique,4.0,2020.0
407,38890,Peugeot,508,Essence,10986,Automatique,13.0,2018.0
408,44900,Bmw,Serie 1,Essence,10990,Automatique,19.0,2019.0
409,34190,Peugeot,508,Diesel,10990,Automatique,7.0,2021.0
410,47990,Peugeot,3008,Hybride,10992,Automatique,11.0,2021.0
411,27990,Audi,A1,Essence,10999,Automatique,6.0,2021.0
412,6000,Peugeot,206,Essence,11000,Manuelle,7.0,2002.0
413,32900,Volkswagen,Golf,Essence,11000,Automatique,19.0,2014.0
414,15990,Renault,Scenic,Essence,11000,Manuelle,6.0,2016.0
415,16990,Dacia,Duster,Diesel,11000,Manuelle,6.0,2018.0
416,26900,Peugeot,3008,Diesel,11000,Manuelle,6.0,2018.0
417,8500,Renault,Twingo,Essence,11000,Manuelle,4.0,2018.0
418,20000,Peugeot,308,Essence,11000,Manuelle,6.0,2019.0
419,18900,Citroen,C3,Essence,11000,Manuelle,5.0,2019.0
420,11990,Renault,Twingo,Essence,11000,Manuelle,4.0,2019.0
421,21490,Peugeot,208,Essence,11000,Automatique,6.0,2019.0
422,9990,Renault,Twingo,Essence,11000,Manuelle,4.0,2020.0
423,16990,Ford,Fiesta,Essence,11000,Manuelle,5.0,2020.0
424,13900,Fiat,500,Essence,11000,Manuelle,69.0,2020.0
425,34390,Peugeot,508,Hybride,11000,Automatique,10.0,2020.0
426,13900,Dacia,Sandero,Essence,11000,Automatique,5.0,2020.0
427,31800,Citroen,C5,Diesel,11000,Automatique,9.0,2020.0
428,25900,Citroen,C5,Diesel,11000,Manuelle,7.0,2020.0
429,34200,Peugeot,3008,Diesel,11000,Automatique,9.0,2020.0
430,27990,Renault,Captur,Hybride,11000,Automatique,5.0,2020.0
431,19490,Volkswagen,Polo,Essence,11000,Automatique,5.0,2021.0
432,34600,Peugeot,3008,Diesel,11000,Automatique,7.0,2021.0
433,22990,Dacia,Duster,Diesel,11000,Manuelle,6.0,2021.0
434,13990,Fiat,500,Essence,11000,Manuelle,4.0,2021.0
435,14500,Dacia,Sandero,GPL,11000,Manuelle,5.0,2021.0
436,29990,Renault,Megane,Essence,11000,Automatique,8.0,2021.0
437,31500,Peugeot,508,Essence,11000,Automatique,9.0,2021.0
438,42977,Peugeot,3008,Hybride,11000,Automatique,10.0,2021.0
439,28490,Volkswagen,Golf,Diesel,11000,Automatique,8.0,2021.0
440,26000,Renault,Clio,Hybride,11000,Automatique,5.0,2021.0
441,62499,Peugeot,508,Hybride,11000,Automatique,11.0,2021.0
442,38999,Peugeot,2008,Electrique,11000,Automatique,4.0,2021.0
443,24990,Renault,Kadjar,Diesel,11000,Automatique,6.0,2021.0
444,47990,Volkswagen,Tiguan,Diesel,11000,Automatique,8.0,2021.0
445,32500,Bmw,Serie 1,Diesel,11000,Manuelle,8.0,2021.0
446,23590,Renault,Megane,Diesel,11000,Manuelle,6.0,2021.0
447,35900,Citroen,C5,Diesel,11000,Automatique,7.0,2021.0
448,39990,Peugeot,508,Diesel,11000,Automatique,7.0,2021.0
449,23990,Volkswagen,Golf,Essence,11000,Manuelle,6.0,2021.0
450,30990,Renault,Scenic,Essence,11000,Automatique,8.0,2021.0
451,15990,Volkswagen,Polo,Essence,11000,Manuelle,4.0,2021.0
452,20500,Renault,Clio,Essence,11000,Manuelle,5.0,2021.0
453,27290,Renault,Megane,Diesel,11000,Automatique,6.0,2021.0
454,21380,Peugeot,208,Essence,11000,Manuelle,5.0,2021.0
455,27000,Peugeot,208,Essence,11000,Automatique,5.0,2021.0
456,45999,Peugeot,508,Hybride,11000,Automatique,10.0,2021.0
457,30500,Peugeot,2008,Essence,11000,Automatique,7.0,2021.0
458,45990,Peugeot,3008,Hybride,11000,Automatique,11.0,2021.0
459,39890,Peugeot,3008,Diesel,11000,Automatique,7.0,2021.0
460,30290,Peugeot,2008,Diesel,11000,Automatique,7.0,2022.0
461,19900,Renault,Clio,Essence,11000,Manuelle,5.0,2022.0
462,55900,Mercedes,Classe C,Diesel,11000,Automatique,9.0,2022.0
463,28990,Peugeot,2008,Essence,11003,Automatique,7.0,2020.0
464,19490,Renault,Clio,Hybride,11003,Automatique,5.0,2021.0
465,12690,Opel,Corsa,Essence,11005,Manuelle,5.0,2019.0
466,15290,Citroen,C3,Essence,11005,Manuelle,4.0,2021.0
467,17999,Citroen,C3,Essence,11006,Manuelle,6.0,2021.0
468,16990,Citroen,C3,Essence,11011,Manuelle,6.0,2020.0
469,38990,Mercedes,Classe A,Essence,11011,Automatique,8.0,2021.0
470,18280,Opel,Corsa,Essence,11012,Manuelle,5.0,2021.0
471,18280,Opel,Corsa,Essence,11013,Manuelle,5.0,2021.0
472,24986,Audi,A1,Essence,11015,Manuelle,5.0,2021.0
473,16490,Renault,Clio,Essence,11016,Manuelle,5.0,2019.0
474,19300,Renault,Clio,Hybride,11017,Automatique,5.0,2021.0
475,18280,Opel,Corsa,Essence,11018,Manuelle,5.0,2021.0
476,38940,Audi,A3,Essence,11021,Manuelle,8.0,2020.0
477,36990,Mercedes,Classe A,Essence,11024,Automatique,7.0,2021.0
478,25690,Citroen,C4,Essence,11024,Automatique,7.0,2021.0
479,28990,Renault,Megane,Hybride,11028,Automatique,5.0,2021.0
480,49990,Mercedes,Classe C,Diesel,11030,Automatique,11.0,2021.0
481,21990,Peugeot,208,Essence,11033,Automatique,5.0,2020.0
482,38690,Mercedes,Classe A,Essence,11033,Automatique,8.0,2021.0
483,14490,Citroen,C3,Essence,11034,Manuelle,4.0,2020.0
484,16890,Citroen,C3,Diesel,11040,Manuelle,5.0,2021.0
485,15480,Citroen,C3,Essence,11048,Manuelle,4.0,2021.0
486,19990,Dacia,Duster,Diesel,11048,Manuelle,6.0,2021.0
487,19390,Renault,Captur,Diesel,11050,Manuelle,5.0,2020.0
488,21490,Renault,Captur,Essence,11050,Manuelle,5.0,2021.0
489,14990,Peugeot,208,Essence,11052,Automatique,5.0,2021.0
490,25500,Renault,Kadjar,Diesel,11057,Automatique,6.0,2020.0
491,16689,Citroen,C3,Essence,11058,Manuelle,4.0,2021.0
492,17990,Volkswagen,Polo,Essence,11058,Manuelle,5.0,2021.0
493,32900,Peugeot,508,Diesel,11062,Automatique,7.0,2021.0
494,40000,Citroen,C5,Hybride,11062,Automatique,10.0,2021.0
495,15490,Citroen,C3,Essence,11067,Manuelle,4.0,2020.0
496,13990,Citroen,C3,Essence,11072,Manuelle,4.0,2019.0
497,15200,Renault,Clio,Diesel,11074,Manuelle,4.0,2020.0
498,13490,Ford,Fiesta,Essence,11080,Manuelle,4.0,2020.0
499,30900,Renault,Scenic,Diesel,11084,Automatique,8.0,2021.0
500,17290,Citroen,C3,Diesel,11085,Manuelle,5.0,2021.0
501,17489,Opel,Corsa,Diesel,11097,Manuelle,5.0,2021.0
502,13490,Opel,Corsa,Essence,11099,Manuelle,5.0,2019.0
503,6000,Mini,Mini,Essence,11100,Manuelle,7.0,2006.0
504,14900,Fiat,500,Essence,11100,Manuelle,4.0,2021.0
505,10990,Renault,Twingo,Essence,11107,Manuelle,4.0,2019.0
506,15889,Citroen,C3,Essence,11113,Manuelle,4.0,2021.0
507,22490,Volkswagen,Polo,Essence,11113,Manuelle,6.0,2021.0
508,21298,Citroen,C3,Essence,11122,Manuelle,6.0,2021.0
509,24990,Renault,Kadjar,Diesel,11122,Manuelle,6.0,2021.0
510,9500,Volkswagen,Polo,Diesel,11123,Manuelle,4.0,2016.0
511,11400,Renault,Twingo,Essence,11123,Manuelle,4.0,2021.0
512,17690,Peugeot,208,Essence,11130,Manuelle,4.0,2021.0
513,20069,Volkswagen,Polo,Essence,11132,Automatique,5.0,2021.0
514,38900,Peugeot,508,Diesel,11133,Automatique,7.0,2021.0
515,33290,Bmw,Serie 1,Essence,11134,Manuelle,7.0,2021.0
516,21990,Renault,Captur,Essence,11141,Manuelle,5.0,2021.0
517,12990,Opel,Corsa,Essence,11142,Manuelle,5.0,2019.0
518,20690,Peugeot,208,Essence,11142,Manuelle,5.0,2021.0
519,37490,Citroen,C5,Hybride,11143,Automatique,10.0,2021.0
520,25990,Citroen,C4,Diesel,11144,Automatique,7.0,2020.0
521,24490,Renault,Kadjar,Diesel,11150,Automatique,6.0,2021.0
522,19990,Renault,Captur,Essence,11152,Manuelle,5.0,2021.0
523,46499,Peugeot,508,Hybride,11155,Automatique,10.0,2022.0
524,20900,Renault,Megane,Diesel,11158,Automatique,6.0,2021.0
525,17490,Citroen,C3,Diesel,11161,Manuelle,5.0,2021.0
526,14990,Opel,Corsa,Essence,11164,Manuelle,6.0,2019.0
527,18200,Renault,Captur,Diesel,11164,Manuelle,5.0,2020.0
528,15490,Renault,Clio,Essence,11165,Manuelle,5.0,2021.0
529,19850,Peugeot,308,Diesel,11167,Manuelle,5.0,2020.0
530,34890,Mercedes,Classe A,Essence,11171,Automatique,8.0,2019.0
531,38990,Volkswagen,Tiguan,Essence,11175,Automatique,8.0,2021.0
532,15889,Citroen,C3,Essence,11175,Manuelle,4.0,2021.0
533,15990,Citroen,C3,Essence,11184,Manuelle,4.0,2021.0
534,39639,Peugeot,508,Essence,11186,Automatique,13.0,2019.0
535,20098,Citroen,C4,Diesel,11189,Manuelle,5.0,2020.0
536,17990,Renault,Captur,Essence,11193,Manuelle,5.0,2021.0
537,14489,Citroen,C3,Essence,11194,Manuelle,4.0,2019.0
538,10490,Renault,Twingo,Essence,11194,Manuelle,4.0,2020.0
539,9500,Renault,Twingo,Essence,11200,Manuelle,4.0,2019.0
540,33990,Peugeot,2008,Electrique,11200,Automatique,4.0,2020.0
541,31990,Audi,A3,Diesel,11200,Manuelle,6.0,2020.0
542,11500,Renault,Twingo,Essence,11200,Manuelle,4.0,2021.0
543,27990,Citroen,C5,Diesel,11200,Manuelle,7.0,2021.0
544,15490,Dacia,Sandero,Essence,11200,Manuelle,5.0,2021.0
545,16490,Peugeot,208,Essence,11203,Manuelle,4.0,2021.0
546,12990,Ford,Fiesta,Essence,11210,Manuelle,4.0,2021.0
547,12990,Dacia,Sandero,Essence,11212,Manuelle,4.0,2021.0
548,23900,Peugeot,208,Essence,11213,Automatique,7.0,2021.0
549,18990,Citroen,C3,Essence,11215,Manuelle,6.0,2021.0
550,26990,Renault,Kadjar,Diesel,11216,Manuelle,8.0,2020.0
551,12490,Renault,Twingo,Essence,11221,Manuelle,4.0,2021.0
552,36915,Audi,A3,Essence,11225,Manuelle,8.0,2020.0
553,12489,Renault,Twingo,Essence,11225,Manuelle,4.0,2021.0
554,23880,Renault,Kadjar,Diesel,11229,Manuelle,6.0,2021.0
555,12690,Renault,Captur,Essence,11230,Automatique,6.0,2016.0
556,24990,Peugeot,208,Essence,11231,Automatique,5.0,2020.0
557,14500,Renault,Clio,Essence,11236,Manuelle,4.0,2021.0
558,17390,Renault,Clio,Essence,11238,Manuelle,5.0,2021.0
559,19890,Renault,Clio,Hybride,11239,Automatique,5.0,2021.0
560,23990,Renault,Megane,Diesel,11240,Manuelle,6.0,2021.0
561,28990,Audi,A3,Diesel,11244,Manuelle,6.0,2020.0
562,33900,Audi,A1,Essence,11245,Automatique,8.0,2021.0
563,11890,Renault,Clio,Essence,11249,Manuelle,4.0,2018.0
564,32990,Peugeot,308,Diesel,11257,Automatique,7.0,2021.0
565,48750,Bmw,Serie 3,Diesel,11258,Automatique,10.0,2021.0
566,45490,Audi,A3,Hybride,11260,Automatique,8.0,2021.0
567,14990,Renault,Clio,Essence,11261,Manuelle,6.0,2017.0
568,25599,Citroen,C4,Diesel,11263,Automatique,7.0,2021.0
569,27690,Renault,Captur,Essence,11264,Automatique,8.0,2020.0
570,28490,Peugeot,2008,Essence,11267,Manuelle,7.0,2020.0
571,25689,Renault,Captur,Hybride,11268,Automatique,7.0,2021.0
572,18990,Renault,Captur,Essence,11269,Manuelle,5.0,2021.0
573,13590,Renault,Megane,Essence,11272,Manuelle,5.0,2017.0
574,29490,Renault,Scenic,Essence,11275,Automatique,8.0,2021.0
575,14690,Citroen,C3,Essence,11275,Manuelle,4.0,2021.0
576,15400,Ford,Fiesta,Diesel,11278,Manuelle,4.0,2020.0
577,16980,Citroen,C3,Diesel,11278,Manuelle,5.0,2021.0
578,25150,Citroen,C4,Diesel,11278,Automatique,7.0,2021.0
579,36990,Mercedes,Classe A,Diesel,11279,Automatique,8.0,2020.0
580,12890,Dacia,Sandero,Essence,11280,Manuelle,5.0,2020.0
581,25980,Citroen,C4,Diesel,11281,Automatique,7.0,2021.0
582,18990,Citroen,C3,Essence,11283,Manuelle,6.0,2021.0
583,19990,Renault,Clio,Essence,11289,Automatique,5.0,2021.0
584,15480,Citroen,C3,Essence,11292,Manuelle,4.0,2021.0
585,31490,Mercedes,Classe A,Diesel,11294,Automatique,6.0,2021.0
586,21690,Peugeot,308,Diesel,11300,Manuelle,6.0,2019.0
587,16990,Renault,Clio,Essence,11300,Manuelle,5.0,2022.0
588,11990,Renault,Twingo,Essence,11309,Manuelle,4.0,2021.0
589,35330,Audi,A3,Hybride,11314,Automatique,8.0,2020.0
590,25990,Renault,Kadjar,Diesel,11315,Manuelle,8.0,2020.0
591,16770,Citroen,C3,Essence,11318,Manuelle,4.0,2021.0
592,18480,Renault,Clio,Hybride,11320,Automatique,5.0,2021.0
593,19990,Renault,Clio,Hybride,11320,Automatique,5.0,2021.0
594,12290,Renault,Twingo,Essence,11330,Manuelle,4.0,2021.0
595,12500,Peugeot,208,Essence,11331,Manuelle,5.0,2019.0
596,21800,Renault,Scenic,Diesel,11331,Manuelle,6.0,2020.0
597,34990,Bmw,Serie 1,Diesel,11332,Automatique,6.0,2021.0
598,23500,Peugeot,208,Essence,11337,Automatique,5.0,2020.0
599,28770,Mini,Mini,Essence,11337,Automatique,7.0,2021.0
600,16490,Citroen,C3,Essence,11337,Manuelle,4.0,2021.0
601,18990,Citroen,C3,Essence,11340,Manuelle,6.0,2021.0
602,20250,Renault,Captur,Diesel,11342,Manuelle,6.0,2020.0
603,11990,Renault,Twingo,Essence,11342,Manuelle,4.0,2021.0
604,35890,Peugeot,3008,Diesel,11344,Automatique,7.0,2022.0
605,29990,Peugeot,2008,Diesel,11348,Automatique,7.0,2021.0
606,13990,Dacia,Sandero,Diesel,11350,Manuelle,5.0,2020.0
607,28998,Volkswagen,Golf,Diesel,11350,Manuelle,6.0,2020.0
608,23490,Renault,Kadjar,Diesel,11351,Automatique,6.0,2020.0
609,18490,Citroen,C3,Essence,11359,Manuelle,5.0,2019.0
610,34900,Citroen,C5,Diesel,11360,Automatique,9.0,2020.0
611,21800,Renault,Scenic,Diesel,11364,Manuelle,6.0,2020.0
612,57990,Peugeot,508,Hybride,11364,Automatique,11.0,2021.0
613,34450,Peugeot,2008,Electrique,11365,Automatique,4.0,2020.0
614,10900,Renault,Twingo,Essence,11370,Manuelle,4.0,2018.0
615,10890,Renault,Twingo,Essence,11370,Manuelle,4.0,2021.0
616,15590,Peugeot,208,Essence,11375,Manuelle,4.0,2020.0
617,20250,Renault,Captur,Diesel,11375,Manuelle,6.0,2020.0
618,19790,Renault,Clio,Hybride,11376,Automatique,5.0,2021.0
619,17480,Citroen,C3,Essence,11380,Manuelle,4.0,2021.0
620,23490,Renault,Kadjar,Diesel,11381,Manuelle,6.0,2020.0
621,14499,Renault,Clio,Essence,11384,Manuelle,5.0,2021.0
622,16190,Renault,Clio,Diesel,11387,Manuelle,4.0,2020.0
623,11990,Renault,Twingo,Essence,11387,Manuelle,4.0,2021.0
624,24900,Renault,Kadjar,Diesel,11387,Manuelle,6.0,2021.0
625,22990,Citroen,C4,Essence,11388,Manuelle,7.0,2021.0
626,39980,Volkswagen,Golf,Essence,11389,Automatique,11.0,2021.0
627,16490,Renault,Clio,Essence,11391,Manuelle,5.0,2021.0
628,32990,Citroen,C5,Diesel,11391,Automatique,7.0,2021.0
629,18990,Renault,Clio,Diesel,11394,Manuelle,6.0,2020.0
630,11990,Citroen,C5,Diesel,11395,Manuelle,7.0,2020.0
631,33750,Audi,A3,Essence,11395,Manuelle,8.0,2021.0
632,19990,Dacia,Duster,Diesel,11398,Manuelle,6.0,2020.0
633,16900,Audi,A3,Diesel,11400,Manuelle,7.0,2014.0
634,18790,Peugeot,308,Essence,11400,Manuelle,5.0,2017.0
635,7490,Peugeot,208,Essence,11400,Manuelle,4.0,2017.0
636,19990,Peugeot,208,Essence,11400,Manuelle,5.0,2020.0
637,13490,Renault,Clio,Essence,11400,Manuelle,4.0,2020.0
638,30900,Audi,A1,Essence,11400,Automatique,8.0,2021.0
639,21380,Dacia,Duster,Diesel,11400,Manuelle,6.0,2021.0
640,36780,Bmw,Serie 1,Diesel,11400,Manuelle,10.0,2021.0
641,33990,Citroen,C5,Hybride,11404,Automatique,10.0,2021.0
642,10990,Renault,Twingo,Essence,11413,Manuelle,4.0,2020.0
643,24980,Peugeot,308,Diesel,11416,Manuelle,7.0,2021.0
644,17990,Peugeot,208,Essence,11420,Manuelle,5.0,2017.0
645,24990,Renault,Kadjar,Diesel,11420,Manuelle,6.0,2021.0
646,28490,Citroen,C4,Diesel,11426,Automatique,7.0,2021.0
647,39890,Peugeot,3008,Hybride,11435,Automatique,11.0,2020.0
648,13290,Ford,Fiesta,Essence,11437,Manuelle,4.0,2021.0
649,18950,Renault,Clio,Essence,11439,Manuelle,5.0,2021.0
650,16880,Citroen,C3,Essence,11443,Manuelle,4.0,2021.0
651,24770,Citroen,C4,Essence,11444,Manuelle,5.0,2021.0
652,30890,Peugeot,208,Electrique,11448,Automatique,1.0,2020.0
653,22990,Renault,Megane,Essence,11450,Automatique,7.0,2020.0
654,15490,Citroen,C3,Essence,11451,Manuelle,4.0,2021.0
655,11999,Renault,Twingo,Essence,11452,Manuelle,4.0,2021.0
656,38990,Audi,A3,Essence,11452,Manuelle,8.0,2021.0
657,14790,Citroen,C3,Diesel,11453,Manuelle,5.0,2019.0
658,33495,Volkswagen,Tiguan,Essence,11455,Manuelle,8.0,2021.0
659,22490,Renault,Megane,Diesel,11458,Manuelle,6.0,2021.0
660,17900,Citroen,C3,Diesel,11459,Manuelle,5.0,2021.0
661,22490,Citroen,C4,Essence,11461,Automatique,7.0,2021.0
662,23290,Renault,Captur,Essence,11463,Automatique,7.0,2021.0
663,19539,Peugeot,208,Essence,11464,Manuelle,5.0,2021.0
664,14299,Opel,Corsa,Essence,11477,Manuelle,4.0,2020.0
665,26890,Renault,Captur,Hybride,11477,Automatique,5.0,2021.0
666,28990,Renault,Scenic,Diesel,11478,Manuelle,6.0,2021.0
667,17689,Citroen,C3,Essence,11478,Manuelle,4.0,2021.0
668,22470,Peugeot,308,Essence,11479,Manuelle,6.0,2021.0
669,22490,Renault,Megane,Diesel,11480,Automatique,6.0,2021.0
670,27490,Renault,Scenic,Diesel,11481,Automatique,6.0,2021.0
671,19290,Citroen,C3,Essence,11483,Manuelle,6.0,2021.0
672,28979,Mini,Mini,Essence,11483,Automatique,7.0,2021.0
673,16490,Opel,Corsa,Essence,11486,Manuelle,5.0,2020.0
674,27590,Citroen,C4,Diesel,11489,Automatique,7.0,2021.0
675,21390,Renault,Captur,Essence,11490,Manuelle,5.0,2021.0
676,20990,Renault,Megane,Diesel,11490,Automatique,6.0,2021.0
677,30590,Peugeot,308,Diesel,11493,Automatique,9.0,2020.0
678,19990,Peugeot,208,Essence,11495,Manuelle,5.0,2021.0
679,22990,Renault,Captur,Essence,11496,Manuelle,7.0,2021.0
680,15490,Renault,Clio,Diesel,11499,Manuelle,4.0,2020.0
681,25600,Mercedes,Classe A,Diesel,11500,Automatique,6.0,2018.0
682,10490,Renault,Twingo,Essence,11500,Manuelle,4.0,2019.0
683,13490,Opel,Corsa,Essence,11500,Manuelle,5.0,2019.0
684,17990,Renault,Megane,Essence,11500,Manuelle,7.0,2019.0
685,12890,Peugeot,208,Essence,11500,Manuelle,4.0,2019.0
686,24990,Peugeot,308,Essence,11500,Automatique,6.0,2020.0
687,24990,Peugeot,2008,Diesel,11500,Manuelle,5.0,2020.0
688,39990,Peugeot,508,Diesel,11500,Automatique,10.0,2020.0
689,20500,Citroen,C3,Essence,11500,Automatique,6.0,2020.0
690,13490,Dacia,Sandero,Essence,11500,Manuelle,5.0,2020.0
691,24900,Citroen,C4,Essence,11500,Manuelle,7.0,2020.0
692,20990,Renault,Clio,Hybride,11500,Automatique,7.0,2020.0
693,26790,Audi,A1,Essence,11500,Automatique,6.0,2021.0
694,33000,Mercedes,Classe A,Diesel,11500,Automatique,6.0,2021.0
695,31890,Mercedes,Classe A,Diesel,11500,Automatique,6.0,2021.0
696,36900,Bmw,Serie 1,Essence,11500,Automatique,7.0,2021.0
697,20390,Dacia,Duster,Diesel,11500,Manuelle,6.0,2021.0
698,22890,Renault,Megane,Diesel,11500,Automatique,6.0,2021.0
699,25500,Peugeot,2008,Essence,11500,Automatique,7.0,2021.0
700,23750,Renault,Megane,Diesel,11500,Manuelle,6.0,2021.0
701,22980,Peugeot,208,Essence,11500,Automatique,5.0,2021.0
702,57900,Mercedes,Classe C,Hybride,11500,Automatique,11.0,2021.0
703,42490,Audi,A3,Hybride,11500,Automatique,8.0,2021.0
704,23490,Peugeot,308,Essence,11500,Manuelle,6.0,2021.0
705,48190,Peugeot,3008,Hybride,11500,Automatique,11.0,2021.0
706,15990,Renault,Captur,Essence,11505,Manuelle,5.0,2019.0
707,19490,Peugeot,208,Diesel,11505,Manuelle,5.0,2021.0
708,26500,Peugeot,308,Diesel,11509,Manuelle,7.0,2021.0
709,38490,Citroen,C5,Hybride,11511,Automatique,10.0,2021.0
710,15999,Renault,Captur,Essence,11514,Manuelle,5.0,2019.0
711,23980,Peugeot,208,Essence,11515,Automatique,7.0,2021.0
712,18600,Renault,Captur,Diesel,11524,Manuelle,5.0,2020.0
713,17999,Citroen,C3,Essence,11524,Manuelle,6.0,2021.0
714,16300,Renault,Clio,Essence,11526,Manuelle,5.0,2021.0
715,46890,Mercedes,Classe C,Hybride,11526,Automatique,11.0,2021.0
716,36875,Mini,Mini,Essence,11532,Automatique,13.0,2020.0
717,39990,Citroen,C5,Hybride,11539,Automatique,10.0,2021.0
718,11890,Renault,Twingo,Essence,11541,Manuelle,4.0,2021.0
719,18379,Peugeot,308,Essence,11542,Manuelle,5.0,2020.0
720,17490,Citroen,C3,Essence,11547,Manuelle,4.0,2021.0
721,28990,Audi,A1,Essence,11551,Automatique,6.0,2021.0
722,26980,Mini,Mini,Essence,11552,Manuelle,7.0,2021.0
723,35600,Bmw,Serie 1,Essence,11555,Automatique,7.0,2021.0
724,28900,Peugeot,2008,Diesel,11557,Manuelle,6.0,2021.0
725,18950,Renault,Clio,Essence,11559,Manuelle,5.0,2021.0
726,16300,Renault,Clio,Essence,11559,Manuelle,5.0,2021.0
727,34690,Peugeot,3008,Diesel,11559,Automatique,7.0,2021.0
728,41637,Audi,A4,Diesel,11560,Automatique,9.0,2021.0
729,15490,Citroen,C3,Essence,11563,Manuelle,4.0,2021.0
730,27900,Peugeot,2008,Essence,11568,Automatique,7.0,2021.0
731,27990,Citroen,C4,Diesel,11570,Automatique,7.0,2021.0
732,16390,Citroen,C3,Essence,11572,Manuelle,4.0,2021.0
733,12990,Peugeot,2008,Essence,11573,Manuelle,4.0,2019.0
734,16350,Citroen,C3,Essence,11574,Manuelle,4.0,2021.0
735,20990,Dacia,Duster,Diesel,11577,Manuelle,6.0,2020.0
736,18200,Renault,Captur,Essence,11579,Manuelle,5.0,2021.0
737,18590,Renault,Clio,GPL,11587,Manuelle,5.0,2021.0
738,16490,Opel,Corsa,Essence,11590,Manuelle,5.0,2020.0
739,27990,Peugeot,508,Diesel,11590,Automatique,7.0,2020.0
740,15390,Citroen,C3,Essence,11591,Manuelle,4.0,2019.0
741,15290,Peugeot,208,Essence,11596,Manuelle,4.0,2020.0
742,44980,Mercedes,Classe C,Hybride,11596,Automatique,11.0,2021.0
743,19600,Renault,Megane,Essence,11597,Manuelle,7.0,2021.0
744,19990,Renault,Clio,Hybride,11597,Automatique,5.0,2021.0
745,19490,Citroen,C3,Diesel,11597,Manuelle,5.0,2021.0
746,44980,Mercedes,Classe C,Hybride,11597,Automatique,11.0,2021.0
747,4400,Renault,Twingo,Essence,11600,Manuelle,4.0,2009.0
748,19990,Citroen,C4,Diesel,11600,Automatique,6.0,2019.0
749,31900,Citroen,C5,Essence,11600,Automatique,10.0,2019.0
750,13290,Ford,Fiesta,Essence,11600,Manuelle,4.0,2020.0
751,14290,Ford,Fiesta,Essence,11600,Manuelle,4.0,2021.0
752,15200,Dacia,Sandero,GPL,11600,Manuelle,5.0,2021.0
753,21490,Peugeot,2008,Essence,11600,Manuelle,5.0,2021.0
754,32990,Peugeot,308,Diesel,11600,Automatique,7.0,2021.0
755,44980,Mercedes,Classe C,Hybride,11602,Automatique,11.0,2021.0
756,11490,Peugeot,208,Essence,11603,Manuelle,4.0,2019.0
757,44978,Peugeot,3008,Hybride,11605,Automatique,11.0,2021.0
758,23290,Renault,Kadjar,Diesel,11610,Manuelle,6.0,2021.0
759,15489,Citroen,C3,Essence,11610,Manuelle,4.0,2021.0
760,24890,Renault,Captur,Diesel,11612,Automatique,6.0,2020.0
761,58990,Mercedes,Classe C,Diesel,11612,Automatique,11.0,2021.0
762,20990,Renault,Clio,Essence,11615,Manuelle,7.0,2021.0
763,29990,Volkswagen,Golf,Diesel,11618,Automatique,8.0,2020.0
764,15690,Dacia,Sandero,Diesel,11619,Manuelle,5.0,2021.0
